icao24,callsign,origin_country,time_position,last_contact,last_contact_utc,longitude,latitude,geo_altitude,on_ground,velocity,true_track,vertical_rate,baro_altitude,squawk,category
7c531c,QFA38   ,Australia,1729029963.0,1729029963,2024-10-15 22:06:03+00:00,142.2173,-36.2118,12123.42,False,265.14,112.83,0.0,11887.2,0107,6
484186,TRA12V  ,Kingdom of the Netherlands,1729029963.0,1729029963,2024-10-15 22:06:03+00:00,3.8391,51.5816,7338.06,False,201.92,28.79,-8.78,7063.74,1000,1
c00b71,JZA962  ,Canada,1729029964.0,1729029964,2024-10-15 22:06:04+00:00,-77.5512,44.2522,10447.02,False,225.17,67.71,0.33,10668.0,3177,1
ad2c19,AAL1987 ,United States,1729029962.0,1729029963,2024-10-15 22:06:03+00:00,-117.8047,33.9951,2880.36,False,135.04,263.88,-2.6,2758.44,7260,4
405f32,DHK001  ,United Kingdom,1729029962.0,1729029963,2024-10-15 22:06:03+00:00,4.5594,50.9463,1165.86,False,103.22,355.43,7.15,1120.14,4423,1
345250,ANE18PP ,Spain,1729029963.0,1729029963,2024-10-15 22:06:03+00:00,5.0779,43.5328,807.72,False,70.57,134.41,-4.55,723.9,5302,4
a40455,UPS2940 ,United States,1729029909.0,1729029909,2024-10-15 22:05:09+00:00,-113.2858,38.8344,11445.24,False,245.14,267.35,0.0,10980.42,4073,6
76cd77,SIA319  ,Singapore,1729029963.0,1729029963,2024-10-15 22:06:03+00:00,25.0196,45.3456,10919.46,False,294.41,120.91,0.0,10675.62,4656,6
a9b7f6,AAL277  ,United States,1729029964.0,1729029964,2024-10-15 22:06:04+00:00,-105.8732,38.6008,11422.38,False,232.84,252.65,0.0,10972.8,2605,4
4852f6,KLM1131 ,Kingdom of the Netherlands,1729029963.0,1729029964,2024-10-15 22:06:04+00:00,-7.0377,51.935,6416.04,False,175.5,279.96,-8.13,6332.22,6271,4
7c77ff,QFA101  ,Australia,1729029963.0,1729029963,2024-10-15 22:06:03+00:00,151.9859,-33.8911,7124.7,False,235.7,102.09,6.18,6949.44,1307,1
7c77fe,QFA423  ,Australia,1729029962.0,1729029963,2024-10-15 22:06:03+00:00,151.1588,-34.1765,2415.54,False,163.82,219.14,13.0,2324.1,3674,1
a52911,RPA4359 ,United States,1729029963.0,1729029963,2024-10-15 22:06:03+00:00,-73.903,39.4994,7223.76,False,146.97,225.57,0.0,7315.2,2645,4
a2b622,JBU2783 ,United States,1729029777.0,1729029777,2024-10-15 22:02:57+00:00,-78.7739,35.8836,175.26,False,71.66,225.29,-3.58,167.64,6715,1
4d0140,CLX52DW ,Luxembourg,1729029964.0,1729029964,2024-10-15 22:06:04+00:00,6.1492,49.6033,594.36,False,79.51,60.12,-3.9,533.4,1000,1
4d0113,CLX4802 ,Luxembourg,1729029963.0,1729029963,2024-10-15 22:06:03+00:00,86.84,25.2159,12542.52,False,276.45,107.32,0.0,11887.2,2172,6
4d0112,CLX26B  ,Luxembourg,1729029963.0,1729029964,2024-10-15 22:06:04+00:00,-83.5798,42.2204,11102.34,False,250.49,81.85,0.0,11277.6,6216,6
4d0116,CLX4102 ,Luxembourg,1729029963.0,1729029963,2024-10-15 22:06:03+00:00,15.4531,43.9845,10507.98,False,269.86,129.97,0.0,10058.4,3505,6
a2c93f,EDV5047 ,United States,1729029964.0,1729029964,2024-10-15 22:06:04+00:00,-76.2442,39.5566,9646.92,False,167.24,229.99,0.0,9753.6,2750,4
4d010d,CLX22Y  ,Luxembourg,1729029964.0,1729029964,2024-10-15 22:06:04+00:00,-77.3896,40.7505,10447.02,False,289.27,82.13,0.0,10668.0,3765,1
acfe09,EDV4984 ,United States,1729029963.0,1729029963,2024-10-15 22:06:03+00:00,-83.7029,40.31,9227.82,False,249.44,47.59,-0.98,9448.8,4735,4
43e9d0,MANGO   ,United Kingdom,1729029963.0,1729029963,2024-10-15 22:06:03+00:00,27.1067,37.1736,13022.58,False,262.72,136.43,0.0,12496.8,0413,4
406f73,BAW243  ,United Kingdom,1729029963.0,1729029963,2024-10-15 22:06:03+00:00,-82.0161,43.7798,11414.76,False,263.18,238.67,0.0,11574.78,2536,6
406f74,BAW73   ,United Kingdom,1729029963.0,1729029964,2024-10-15 22:06:04+00:00,0.9697,51.2748,5128.26,False,228.19,99.08,16.26,4953.0,1143,6
406f78,BAW27   ,United Kingdom,1729029964.0,1729029964,2024-10-15 22:06:04+00:00,11.0241,49.4271,11049.0,False,273.54,110.82,0.0,10660.38,2213,6
a683a8,JBU1459 ,United States,1729029963.0,1729029963,2024-10-15 22:06:03+00:00,-76.3223,37.2071,11071.86,False,187.08,200.78,0.0,10980.42,6061,4
4ca4ef,RYR7MR  ,Ireland,1729029963.0,1729029963,2024-10-15 22:06:03+00:00,-4.5414,41.3449,5341.62,False,148.14,113.54,-5.2,5189.22,3416,1
a24c73,UAL2252 ,United States,1729029963.0,1729029963,2024-10-15 22:06:03+00:00,-78.9105,36.0614,12077.7,False,278.5,35.45,-0.33,11887.2,1066,1
acf207,AAL2553 ,United States,1729029964.0,1729029964,2024-10-15 22:06:04+00:00,-95.837,36.9907,11003.28,False,244.26,78.95,0.0,10668.0,1527,1
a07522,AAL1635 ,United States,1729029964.0,1729029964,2024-10-15 22:06:04+00:00,-96.6329,37.2642,11010.9,False,256.9,122.32,0.0,10660.38,4001,1
add66d,AAL1868 ,United States,1729029963.0,1729029963,2024-10-15 22:06:03+00:00,-83.0076,38.3603,9944.1,False,285.32,62.51,0.0,10066.02,2322,1
394a15,AFR274  ,France,1729029963.0,1729029963,2024-10-15 22:06:03+00:00,20.379,46.1545,9776.46,False,294.14,108.88,0.0,9448.8,7563,1
ab93a5,AAL1263 ,United States,1729029963.0,1729029963,2024-10-15 22:06:03+00:00,-88.1127,41.8804,1798.32,False,139.02,267.67,-3.58,1767.84,2447,1
4ca56c,RYR74ET ,Ireland,1729029963.0,1729029964,2024-10-15 22:06:04+00:00,0.9569,51.7989,4572.0,False,163.89,253.21,-4.55,4434.84,3110,1
4074b6,EZY91BU ,United Kingdom,1729029964.0,1729029964,2024-10-15 22:06:04+00:00,15.3517,44.3606,12039.6,False,201.33,303.32,0.0,11582.4,3226,4
a69894,JBU769  ,United States,1729029963.0,1729029963,2024-10-15 22:06:03+00:00,-81.0858,31.0269,11399.52,False,217.93,185.01,0.0,10980.42,2107,1
3c70b3,BCS417  ,Germany,1729029964.0,1729029964,2024-10-15 22:06:04+00:00,0.7442,47.1891,11971.02,False,237.64,23.07,0.0,11582.4,1000,1
3c70b2,BCS487  ,Germany,1729029963.0,1729029963,2024-10-15 22:06:03+00:00,12.436,55.3159,5524.5,False,195.14,215.45,15.61,5364.48,5662,1
a00d5b,AAL4    ,United States,1729029964.0,1729029964,2024-10-15 22:06:04+00:00,-89.8202,41.3072,9936.48,False,227.41,79.05,0.0,10058.4,7756,1
a7e24a,EDV4999 ,United States,1729029963.0,1729029964,2024-10-15 22:06:04+00:00,-78.6049,39.1425,9006.84,False,169.2,255.2,0.0,9144.0,2146,1
780f3a,CES570  ,China,1729029964.0,1729029964,2024-10-15 22:06:04+00:00,20.31,59.794,9418.32,False,227.59,56.99,0.0,9448.8,2112,1
780f3d,CES552  ,China,1729029964.0,1729029964,2024-10-15 22:06:04+00:00,15.9468,59.1301,9540.24,False,242.16,61.58,0.0,9448.8,6027,6
a3b11e,AAL1914 ,United States,1729029964.0,1729029964,2024-10-15 22:06:04+00:00,-76.3725,36.6862,2141.22,False,150.29,54.9,-5.2,2179.32,3420,4
71c084,KAL962  ,Republic of Korea,1729029963.0,1729029963,2024-10-15 22:06:03+00:00,42.8683,41.6708,11010.9,False,284.54,97.79,0.0,10668.0,4244,6
ac066b,AAL661  ,United States,1729029954.0,1729029954,2024-10-15 22:05:54+00:00,-78.6547,27.8334,9296.4,False,243.82,7.39,0.0,8839.2,6631,4
040087,ETH575  ,Ethiopia,1729029963.0,1729029963,2024-10-15 22:06:03+00:00,-3.9719,40.3202,12626.34,False,278.67,102.91,0.0,12192.0,6273,6
a3aa32,UPS237  ,United States,1729029963.0,1729029963,2024-10-15 22:06:03+00:00,6.9598,50.9967,1082.04,False,79.01,137.37,-3.9,1005.84,2244,6
a01fee,AAL2110 ,United States,1729029963.0,1729029963,2024-10-15 22:06:03+00:00,-85.6531,41.84,10485.12,False,231.07,82.19,0.0,10668.0,1353,1
a3396b,ATN3440 ,United States,1729029961.0,1729029962,2024-10-15 22:06:02+00:00,-110.9222,34.1272,6553.2,False,190.32,238.37,-10.4,6309.36,6763,1
a0b333,SKW5490 ,United States,1729029963.0,1729029964,2024-10-15 22:06:04+00:00,-83.1162,35.9525,10477.5,False,158.08,244.35,0.0,10363.2,3640,4
ad24ab,AAL2841 ,United States,1729029708.0,1729029807,2024-10-15 22:03:27+00:00,-110.2353,28.0348,11841.48,False,238.1,168.79,0.0,11277.6,1566,4
ae57d4,2010    ,United States,1729029963.0,1729029963,2024-10-15 22:06:03+00:00,-90.429,33.3964,8488.68,False,198.27,83.59,0.0,8229.6,0532,13
a8d5bd,AAL1964 ,United States,1729029963.0,1729029964,2024-10-15 22:06:04+00:00,-91.9376,37.4721,8785.86,False,218.78,222.81,-4.55,8686.8,1057,4
a4f2ee,QFA7554 ,United States,1729029963.0,1729029963,2024-10-15 22:06:03+00:00,151.0169,-33.7454,990.6,False,106.97,49.88,-3.25,891.54,3711,1
a8bbbc,AAL2071 ,United States,1729029963.0,1729029964,2024-10-15 22:06:04+00:00,-81.3525,29.7677,10515.6,False,245.19,357.11,-0.33,10066.02,5101,4
400afe,EFW0BP  ,United Kingdom,1729029963.0,1729029963,2024-10-15 22:06:03+00:00,-3.3425,46.8463,11285.22,False,238.86,20.82,0.0,10965.18,4512,1
a3970f,AAY1023 ,United States,1729029963.0,1729029963,2024-10-15 22:06:03+00:00,-81.8487,32.2915,11963.4,False,214.59,200.78,0.0,11590.02,3414,1
a01112,AAL238  ,United States,1729029962.0,1729029963,2024-10-15 22:06:03+00:00,-73.7399,40.6349,99.06,False,64.58,300.65,-3.58,152.4,6005,1
a4f414,RPA4496 ,United States,1729029963.0,1729029963,2024-10-15 22:06:03+00:00,-75.7788,42.5516,6781.8,False,215.51,101.85,0.0,7010.4,7420,4
4ca2d5,RYR1906 ,Ireland,1729029963.0,1729029964,2024-10-15 22:06:04+00:00,9.5939,48.0301,11978.64,False,214.75,313.06,0.0,11582.4,3576,1
a37d8d,DAL2559 ,United States,1729029963.0,1729029963,2024-10-15 22:06:03+00:00,-82.2096,28.3188,10386.06,False,238.36,340.59,16.58,9906.0,2374,4
406d4c,VIR300  ,United Kingdom,1729029609.0,1729029962,2024-10-15 22:06:02+00:00,29.6301,43.2655,11559.54,False,282.46,126.04,-0.33,11277.6,4704,6
a8259b,FDX248  ,United States,1729029963.0,1729029963,2024-10-15 22:06:03+00:00,-84.1078,41.0771,10447.02,False,246.36,40.34,0.0,10675.62,0061,1
a9942e,AAL2946 ,United States,1729029963.0,1729029963,2024-10-15 22:06:03+00:00,-75.3347,38.2379,6697.98,False,251.55,25.05,-11.38,6758.94,0762,4
ae54f2,SH224   ,United States,1729029963.0,1729029963,2024-10-15 22:06:03+00:00,-87.3648,30.6146,4533.9,False,88.98,74.92,-5.53,4351.02,5514,13
a3cd7d,AAL1084 ,United States,1729029964.0,1729029964,2024-10-15 22:06:04+00:00,-77.7258,38.39,10942.32,False,170.12,221.94,0.0,10972.8,1527,4
a9819b,AAL2087 ,United States,1729029964.0,1729029964,2024-10-15 22:06:04+00:00,-100.9256,32.4174,11750.04,False,254.43,98.61,0.0,11277.6,2435,4
ab3133,DAL689  ,United States,1729029963.0,1729029963,2024-10-15 22:06:03+00:00,-83.8524,36.2009,10744.2,False,294.74,74.1,-0.33,10668.0,6730,4
abf78f,AAL1031 ,United States,1729029963.0,1729029964,2024-10-15 22:06:04+00:00,-80.7169,27.7828,10111.74,False,240.33,340.36,5.53,9624.06,6177,4
a860b7,RPA3597 ,United States,1729029963.0,1729029963,2024-10-15 22:06:03+00:00,-84.6713,40.4617,10500.36,False,248.26,72.02,0.0,10668.0,6711,1
a886bf,AAL1464 ,United States,1729029963.0,1729029963,2024-10-15 22:06:03+00:00,-77.176,38.0596,6355.08,False,218.93,11.52,-8.45,6408.42,3112,1
aab18c,SWA970  ,United States,1729029963.0,1729029964,2024-10-15 22:06:04+00:00,-106.8839,38.2304,11864.34,False,229.42,50.28,-8.13,11391.9,7356,1
abd19e,SWA4555 ,United States,1729029964.0,1729029964,2024-10-15 22:06:04+00:00,-88.0693,41.5697,1470.66,False,98.05,94.51,0.33,1424.94,1600,1
4408fd,TAY802  ,Austria,1729029962.0,1729029963,2024-10-15 22:06:03+00:00,22.2204,46.1467,10599.42,False,208.05,298.02,0.33,10363.2,3222,1
ae5718,CNV4314 ,United States,1729029964.0,1729029964,2024-10-15 22:06:04+00:00,-104.0812,34.9622,11132.82,False,252.2,80.85,0.0,10668.0,6424,13
a3e89a,CMB562  ,United States,1729029964.0,1729029964,2024-10-15 22:06:04+00:00,-72.5757,41.1746,9235.44,False,299.3,42.49,0.0,9448.8,5661,6
ab8112,AAL1988 ,United States,1729029963.0,1729029963,2024-10-15 22:06:03+00:00,-91.5008,36.7236,10530.84,False,205.15,239.9,-0.33,10363.2,5704,1
71c274,KAL926  ,Republic of Korea,1729029063.0,1729029962,2024-10-15 22:06:02+00:00,27.4704,44.4192,10226.04,False,294.19,126.11,0.0,10058.4,1430,1
ab2ad8,AAL160  ,United States,1729029963.0,1729029963,2024-10-15 22:06:03+00:00,-68.8053,41.709,11247.12,False,308.29,86.27,0.33,11269.98,6255,6
ad7e6f,JBU334  ,United States,1729029963.0,1729029963,2024-10-15 22:06:03+00:00,-91.6601,42.8017,10668.0,False,212.73,81.52,0.0,10668.0,5542,4
a05a25,UAL327  ,United States,1729029963.0,1729029963,2024-10-15 22:06:03+00:00,-101.9959,35.2267,11727.18,False,251.55,79.63,0.0,11277.6,7377,5
7c4434,NRA     ,Australia,1729029964.0,1729029964,2024-10-15 22:06:04+00:00,151.009,-33.9358,190.5,False,42.05,345.11,-4.23,91.44,3000,2
406e0f,VIR354  ,United Kingdom,1729029963.0,1729029963,2024-10-15 22:06:03+00:00,31.2826,30.6678,11757.66,False,251.53,171.06,-0.33,11277.6,3345,6
406e10,VIR449  ,United Kingdom,1729029963.0,1729029964,2024-10-15 22:06:04+00:00,0.5895,48.7044,10637.52,False,238.31,165.75,7.15,10271.76,2015,6
406e11,VIR141  ,United Kingdom,1729029961.0,1729029963,2024-10-15 22:06:03+00:00,-109.8676,37.9432,12702.54,False,250.14,239.74,-0.33,12192.0,4032,6
a37db9,FFT2467 ,United States,1729029963.0,1729029963,2024-10-15 22:06:03+00:00,-84.0607,33.8368,2346.96,False,133.81,169.81,-3.58,2331.72,4113,1
ad9811,AAL1411 ,United States,1729029963.0,1729029964,2024-10-15 22:06:04+00:00,-76.6799,39.2388,10271.76,False,177.89,225.35,0.0,10370.82,3577,4
4ca242,RYR6J   ,Ireland,1729029963.0,1729029963,2024-10-15 22:06:03+00:00,1.6833,39.3852,11049.0,False,196.94,233.82,0.0,10668.0,6602,1
a3376c,UPS207  ,United States,1729029963.0,1729029963,2024-10-15 22:06:03+00:00,0.3535,51.9042,1333.5,False,113.62,113.2,14.31,1325.88,2027,6
ab2b23,DAL944  ,United States,1729029963.0,1729029964,2024-10-15 22:06:04+00:00,-101.4549,46.167,10744.2,False,222.14,282.85,0.0,10363.2,6024,4
406ca3,TOM8BT  ,United Kingdom,1729029963.0,1729029963,2024-10-15 22:06:03+00:00,-10.0433,38.362,11391.9,False,245.55,17.18,0.0,10972.8,4470,1
acae2e,AAL2337 ,United States,1729029963.0,1729029964,2024-10-15 22:06:04+00:00,-84.7761,38.9869,6949.44,False,209.36,63.75,-5.53,7132.32,6122,1
a9d5e4,UAL2258 ,United States,1729029959.0,1729029959,2024-10-15 22:05:59+00:00,-92.2394,35.8523,10607.04,False,198.01,289.42,0.0,10363.2,0770,4
4cacb6,SAS86L  ,Ireland,1729029964.0,1729029964,2024-10-15 22:06:04+00:00,1.7679,52.6117,12192.0,False,248.47,41.81,0.0,11879.58,2365,4
7c3dd1,MHV     ,Australia,1729029964.0,1729029964,2024-10-15 22:06:04+00:00,150.8719,-33.9078,2971.8,False,78.45,153.1,9.75,2849.88,6773,2
7c3dcc,MHQ     ,Australia,1729029963.0,1729029964,2024-10-15 22:06:04+00:00,150.9359,-34.0309,4739.64,False,90.24,151.39,8.45,4587.24,6760,2
a3a155,DAL659  ,United States,1729029962.0,1729029963,2024-10-15 22:06:03+00:00,-111.3545,35.9645,10165.08,False,231.12,240.24,0.33,9768.84,1113,4
ae2f9d,DRAFT82 ,United States,1729029961.0,1729029962,2024-10-15 22:06:02+00:00,-115.7858,33.3411,5250.18,False,163.8,209.54,-0.33,5052.06,0141,13
7c809a,ZOS     ,Australia,1729029963.0,1729029963,2024-10-15 22:06:03+00:00,149.7735,-29.7987,1897.38,False,117.29,345.78,-7.48,1813.56,1410,2
a54312,RPA4383 ,United States,1729029963.0,1729029963,2024-10-15 22:06:03+00:00,-74.2141,40.8898,3604.26,False,150.78,263.14,11.38,3703.32,7146,4
abe930,DAL2061 ,United States,1729029964.0,1729029964,2024-10-15 22:06:04+00:00,-78.5443,42.9135,8900.16,False,263.3,262.14,0.0,9144.0,7366,4
abcf2f,DAL1002 ,United States,1729029963.0,1729029963,2024-10-15 22:06:03+00:00,-84.2887,33.6495,891.54,False,90.54,269.67,-5.2,876.3,1156,4
ab23b5,DAL743  ,United States,1729029964.0,1729029964,2024-10-15 22:06:04+00:00,-89.1439,34.8019,9989.82,False,195.58,287.29,0.0,9753.6,1772,1
3949ea,AFR202  ,France,1729029963.0,1729029963,2024-10-15 22:06:03+00:00,21.8765,45.8305,10355.58,False,293.57,113.33,0.0,10058.4,7564,1
ac2a33,AAL1401 ,United States,1729029963.0,1729029963,2024-10-15 22:06:03+00:00,-79.2906,26.6832,7490.46,False,223.31,31.53,9.43,7139.94,3641,4
06a07a,QTR34C  ,Qatar,1729029963.0,1729029963,2024-10-15 22:06:03+00:00,13.5963,45.057,11109.96,False,262.6,127.68,0.0,10668.0,6033,1
3c4587,BOX456  ,Germany,1729029964.0,1729029964,2024-10-15 22:06:04+00:00,-80.8577,40.5883,11430.0,False,243.06,197.74,0.0,11582.4,2202,1
3c4588,BOX590  ,Germany,1729029963.0,1729029963,2024-10-15 22:06:03+00:00,140.5503,36.6222,5303.52,False,204.55,152.6,-11.38,4960.62,6046,1
ab0a73,RPA5771 ,United States,1729029962.0,1729029963,2024-10-15 22:06:03+00:00,-79.3969,38.9909,9639.3,False,190.83,251.61,-0.33,9753.6,4525,1
ad5d5f,AAL1789 ,United States,1729029961.0,1729029962,2024-10-15 22:06:02+00:00,-94.7899,34.05,7589.52,False,196.95,243.97,-1.63,7315.2,1507,1
a866c7,RPA3432 ,United States,1729029947.0,1729029947,2024-10-15 22:05:47+00:00,-71.4579,41.4351,1706.88,False,135.65,4.13,-9.1,1691.64,7041,1
a3a0ca,UAL1593 ,United States,1729029963.0,1729029963,2024-10-15 22:06:03+00:00,-87.7926,41.5276,10866.12,False,235.4,272.88,0.0,10972.8,1731,4
45d969,VKG4019 ,Denmark,1729029964.0,1729029964,2024-10-15 22:06:04+00:00,-5.4514,54.3382,12656.82,False,265.55,45.16,0.0,12496.8,6246,1
a34b15,FFT3011 ,United States,1729029963.0,1729029963,2024-10-15 22:06:03+00:00,-72.1192,42.3482,7863.84,False,202.93,265.06,10.08,8107.68,3453,1
a89086,AAL899  ,United States,1729029963.0,1729029963,2024-10-15 22:06:03+00:00,-107.3115,36.378,10797.54,False,226.17,242.79,-0.65,10370.82,3271,4
ab3982,AAL952  ,United States,1729029963.0,1729029964,2024-10-15 22:06:04+00:00,-97.593,33.3426,4823.46,False,200.08,135.42,-2.6,4610.1,3552,1
40731c,BAW22B  ,United Kingdom,1729029962.0,1729029963,2024-10-15 22:06:03+00:00,-67.9774,45.2094,12054.84,False,230.2,232.08,-0.33,12184.38,0750,6
a9b0ed,RPA3592 ,United States,1729029964.0,1729029964,2024-10-15 22:06:04+00:00,-75.8133,41.0779,5273.04,False,200.99,110.06,-8.13,5440.68,7221,4
adfd76,PAT739  ,United States,1729029964.0,1729029964,2024-10-15 22:06:04+00:00,-80.5162,35.7932,5181.6,False,95.04,244.68,-0.33,5166.36,5655,13
a34ae0,DAL524  ,United States,1729029963.0,1729029964,2024-10-15 22:06:04+00:00,-77.951,37.2167,10728.96,False,295.81,48.1,0.0,10668.0,5630,4
ac31a1,AAL657  ,United States,1729029963.0,1729029964,2024-10-15 22:06:04+00:00,-76.454,38.4567,10340.34,False,290.87,36.59,-0.33,10363.2,7103,4
acf5be,AAL2226 ,United States,1729029963.0,1729029963,2024-10-15 22:06:03+00:00,-87.6665,42.2135,2910.84,False,157.96,217.99,-6.5,2910.84,6607,4
7c7a4d,VOZ726  ,Australia,1729029963.0,1729029963,2024-10-15 22:06:03+00:00,148.9441,-32.5647,11841.48,False,197.94,226.26,0.0,11582.4,1123,4
a50900,RPA4415 ,United States,1729029964.0,1729029964,2024-10-15 22:06:04+00:00,-76.3096,40.4144,10187.94,False,185.43,243.29,0.33,10363.2,1435,4
7c7a3e,VOZ404  ,Australia,1729029963.0,1729029963,2024-10-15 22:06:03+00:00,139.1659,-34.8704,4892.04,False,174.95,245.32,-11.38,4724.4,4272,1
aaa2f6,SWA4385 ,United States,1729029963.0,1729029964,2024-10-15 22:06:04+00:00,-81.35,39.4675,6835.14,False,230.27,36.46,-12.68,7033.26,2741,1
7c7a46,VOZ208  ,Australia,1729029964.0,1729029964,2024-10-15 22:06:04+00:00,142.4364,-36.287,10858.5,False,243.45,112.88,0.0,10660.38,7223,1
a3ea54,UPS2054 ,United States,1729029964.0,1729029964,2024-10-15 22:06:04+00:00,-73.7717,42.5408,8199.12,False,259.08,65.98,-3.58,8473.44,3302,6
39c425,AFR159X ,France,1729029964.0,1729029964,2024-10-15 22:06:04+00:00,-85.7646,36.4386,11376.66,False,301.98,68.72,-0.65,11277.6,4435,6
7c7c77,VOZ1316 ,Australia,1729029963.0,1729029964,2024-10-15 22:06:04+00:00,145.2379,-38.1169,7734.3,False,217.3,163.5,9.75,7566.66,7237,1
ab8fee,AAL1313 ,United States,1729029841.0,1729029843,2024-10-15 22:04:03+00:00,-76.6626,39.1644,30.48,False,76.25,324.06,-3.58,60.96,6670,1
ab975c,AAL1845 ,United States,1729029963.0,1729029964,2024-10-15 22:06:04+00:00,-82.1659,31.7378,12291.06,False,255.65,27.7,0.0,11887.2,1367,1
abc107,SWA2327 ,United States,1729029963.0,1729029963,2024-10-15 22:06:03+00:00,-97.9726,40.0185,11315.7,False,219.24,258.77,0.0,10972.8,2061,4
01013c,MSR958  ,Egypt,1729029962.0,1729029963,2024-10-15 22:06:03+00:00,32.5869,29.763,7018.02,False,235.08,97.54,7.8,6667.5,3347,1
aced4c,N932CC  ,United States,1729029945.0,1729029946,2024-10-15 22:05:46+00:00,-73.7723,40.6282,38.1,False,57.44,300.7,-3.25,99.06,6560,3
a3bda6,DAL300  ,United States,1729029964.0,1729029964,2024-10-15 22:06:04+00:00,-74.6814,40.0554,10576.56,False,288.24,43.26,-0.65,10668.0,2263,4
acf2cf,SWA2767 ,United States,1729029964.0,1729029964,2024-10-15 22:06:04+00:00,-116.9509,33.8742,4640.58,False,182.11,262.53,-10.4,4419.6,4162,1
a7456c,JBU1251 ,United States,1729029757.0,1729029765,2024-10-15 22:02:45+00:00,-80.1763,26.0771,53.34,False,68.94,90.86,-3.58,38.1,2714,1
a35aae,AAL1724 ,United States,1729029963.0,1729029964,2024-10-15 22:06:04+00:00,-85.0259,40.7842,10797.54,False,229.2,240.56,0.33,10972.8,5374,4
7c7aa4,VOZ816  ,Australia,1729029963.0,1729029964,2024-10-15 22:06:04+00:00,149.0025,-35.612,10218.42,False,168.83,235.05,-5.2,10020.3,3615,1
4b18fe,EDW2M   ,Switzerland,1729029963.0,1729029963,2024-10-15 22:06:03+00:00,-104.8731,42.6775,12024.36,False,241.56,225.69,0.0,11582.4,2516,1
7c7aa0,VOZ917  ,Australia,1729029964.0,1729029964,2024-10-15 22:06:04+00:00,153.4117,-27.7224,4305.3,False,156.31,349.76,-7.15,4099.56,1507,1
a31486,EDV5322 ,United States,1729029963.0,1729029963,2024-10-15 22:06:03+00:00,-78.987,36.5807,4297.68,False,175.33,166.94,-9.75,4328.16,4612,4
71bf71,AAR522  ,Republic of Korea,1729029963.0,1729029964,2024-10-15 22:06:04+00:00,13.8033,48.7714,11612.88,False,277.61,111.53,0.0,11277.6,2256,6
45ce57,SRR6315 ,Denmark,1729029964.0,1729029964,2024-10-15 22:06:04+00:00,6.1003,50.2292,7010.4,False,183.16,16.14,-7.15,6736.08,5626,1
ac18fe,AAL547  ,United States,1729029964.0,1729029964,2024-10-15 22:06:04+00:00,-82.4212,40.0681,11140.44,False,262.98,83.6,0.0,11277.6,7400,4
34464a,BCS428  ,Spain,1729029963.0,1729029964,2024-10-15 22:06:04+00:00,-0.1109,45.1392,10965.18,False,214.75,211.48,-0.65,10675.62,7134,1
ac6886,UAL1953 ,United States,1729029963.0,1729029964,2024-10-15 22:06:04+00:00,-104.8737,40.3365,3870.96,False,153.82,127.25,-1.63,3695.7,7623,1
ac5569,AAL1470 ,United States,1729029963.0,1729029964,2024-10-15 22:06:04+00:00,-83.7931,27.5947,9867.9,False,216.34,263.72,9.75,9403.08,6666,1
a05cc7,SKW5653 ,United States,1729029964.0,1729029964,2024-10-15 22:06:04+00:00,-87.029,35.8386,2164.08,False,150.88,99.82,-5.2,2148.84,7365,4
ad12e0,SWA3034 ,United States,1729029963.0,1729029963,2024-10-15 22:06:03+00:00,-117.3612,34.3733,9258.3,False,222.32,50.82,0.0,8839.2,4672,1
780970,CCA769  ,China,1729029963.0,1729029963,2024-10-15 22:06:03+00:00,-151.0072,61.5323,10340.34,False,253.8,125.43,0.0,10668.0,3415,1
a3bf1e,UPS2182 ,United States,1729029963.0,1729029964,2024-10-15 22:06:04+00:00,-78.2664,40.0548,10797.54,False,162.7,248.87,-1.3,10965.18,6713,6
abc292,AAL2501 ,United States,1729029963.0,1729029963,2024-10-15 22:06:03+00:00,-92.7612,31.4577,11422.38,False,209.03,282.94,0.0,10972.8,3074,1
406a9e,BAW257  ,United Kingdom,1729029963.0,1729029963,2024-10-15 22:06:03+00:00,45.5026,41.2506,12862.56,False,267.62,108.96,0.0,12489.18,3425,6
a9d4b5,RPA3557 ,United States,1729029963.0,1729029963,2024-10-15 22:06:03+00:00,-78.6422,42.9077,6355.08,False,197.92,290.22,-9.1,6553.2,1022,4
a8fd3c,AAL569  ,United States,1729029963.0,1729029964,2024-10-15 22:06:04+00:00,-94.432,32.3781,10180.32,False,218.53,258.32,0.0,9753.6,1704,1
a3764b,FFT2264 ,United States,1729029963.0,1729029963,2024-10-15 22:06:03+00:00,-116.7577,34.902,8625.84,False,206.26,54.65,0.0,8229.6,4741,1
7c1ac2,UTY6520 ,Australia,1729029963.0,1729029963,2024-10-15 22:06:03+00:00,116.1993,-31.8414,1866.9,False,145.41,77.54,16.26,1912.62,4256,1
a97de4,AAL2796 ,United States,1729029963.0,1729029963,2024-10-15 22:06:03+00:00,-73.6691,41.5604,7025.64,False,218.05,215.98,12.03,7277.1,1456,4
ad2862,AAL1163 ,United States,1729029963.0,1729029963,2024-10-15 22:06:03+00:00,-81.1414,38.4754,11216.64,False,188.28,255.93,0.0,11277.6,3467,4
ad0e61,AAL215  ,United States,1729029963.0,1729029963,2024-10-15 22:06:03+00:00,-90.1394,35.2322,10607.04,False,206.17,338.94,0.33,10370.82,6136,4
