Time of Departure,Departure Airport,Arrival Airport,Arrival Time
1672826959.0,LOWW,EDDF,1672831042
1672830277.0,EDDF,EDDF,1672831013
1672827485.0,EDDM,EDDF,1672830935
1672826913.0,LJLJ,EDDF,1672830917
1672827172.0,LIMC,EDDF,1672830738
1672825803.0,EPKK,EDDF,1672830710
1672827035.0,LSGG,EDDF,1672830597
1672805559.0,CYYZ,EDDF,1672830386
1672825773.0,LIPZ,EDDF,1672830325
1672823222.0,LEBL,EDDF,1672830260
1672825027.0,EGCC,EDDF,1672830237
1672827309.0,EDDH,EDDF,1672830131
1672827742.0,LSZH,EDDF,1672830043
1672826241.0,EKBI,EDDF,1672829966
1672825924.0,EKCH,EDDF,1672829854
1672817881.0,BIKF,EDDF,1672829573
1672824422.0,EIDW,EDDF,1672829542
1672826467.0,EDDH,EDDF,1672829519
1672813964.0,LLBG,EDDF,1672829425
1672804634.0,KIAD,EDDF,1672829425
1672825923.0,LIML,EDDF,1672829392
1672824895.0,EGLL,EDDF,1672829249
1672824991.0,EGGP,EDDF,1672829214
1672826106.0,EDDB,EDDF,1672829129
1672827182.0,EDDL,EDDF,1672828976
1672826186.0,EDDC,EDDF,1672828904
1672827135.0,EDDS,EDDF,1672828836
1672823642.0,,EDDF,1672828439
1672825736.0,EDDW,EDDF,1672828387
1672816622.0,,EDDF,1672828148
1672824194.0,EGLL,EDDF,1672828099
1672824030.0,LOWW,EDDF,1672827944
1672825394.0,EDDP,EDDF,1672827712
1672825334.0,EDDM,EDDF,1672827516
1672826701.0,EDFC,EDDF,1672827409
1672823494.0,EGBB,EDDF,1672827358
1672822059.0,EPWA,EDDF,1672827258
1672818722.0,LEMD,EDDF,1672827008
,,EDDF,1672826934
1672822807.0,LOWG,EDDF,1672826900
1672794941.0,KIAH,EDDF,1672826569
1672823186.0,LFPG,EDDF,1672826309
1672818198.0,LEMD,EDDF,1672826218
1672823111.0,EDDH,EDDF,1672826158
1672795285.0,CYYC,EDDF,1672826074
1672779710.0,SAEZ,EDDF,1672825933
1672822410.0,EDDB,EDDF,1672825756
1672815360.0,LTFJ,EDDF,1672825739
1672821548.0,LOWW,EDDF,1672825589
1672820805.0,EPKK,EDDF,1672825555
1672789276.0,KLAX,EDDF,1672825429
1672821266.0,LIPX,EDDF,1672825312
1672810807.0,OLBA,EDDF,1672825103
1672820706.0,,EDDF,1672825008
1672813778.0,,EDDF,1672824804
1672820898.0,EGLC,EDDF,1672824705
1672814584.0,LGAV,EDDF,1672824500
1672788295.0,KSFO,EDDF,1672824473
1672817689.0,,EDDF,1672824239
1672815850.0,LROP,EDDF,1672824179
1672813849.0,LTFM,EDDF,1672824025
1672819898.0,LOWW,EDDF,1672823995
1672798628.0,KORD,EDDF,1672823782
1672794449.0,KMCO,EDDF,1672823664
1672789760.0,MMUN,EDDF,1672823339
1672819623.0,EGLL,EDDF,1672823309
1672787524.0,KLAS,EDDF,1672823127
1672821043.0,EDDM,EDDF,1672823058
1672784434.0,,EDDF,1672822746
1672817001.0,EIDW,EDDF,1672822705
1672791977.0,MDPC,EDDF,1672822549
1672791040.0,,EDDF,1672822322
1672818570.0,LFPG,EDDF,1672822229
1672785372.0,KSFO,EDDF,1672822193
1672791102.0,,EDDF,1672822166
1672818080.0,LOWW,EDDF,1672822076
1672813863.0,LPPR,EDDF,1672822049
1672792837.0,KATL,EDDF,1672821895
1672818630.0,EDDB,EDDF,1672821507
1672813215.0,LEMD,EDDF,1672821441
1672818407.0,EDDH,EDDF,1672821419
1672813042.0,EFHK,EDDF,1672821293
1672817153.0,EGLL,EDDF,1672821209
1672815327.0,LIRF,EDDF,1672821165
1672788370.0,KIAH,EDDF,1672821088
1672815783.0,EPWA,EDDF,1672821009
1672818450.0,EHAM,EDDF,1672820965
1672786097.0,KSEA,EDDF,1672820789
1672817825.0,EHAM,EDDF,1672820680
1672794767.0,KORD,EDDF,1672820484
1672816836.0,EGLL,EDDF,1672820395
1672787364.0,VOBL,EDDF,1672820182
1672785495.0,CYVR,EDDF,1672820097
1672816686.0,LIMC,EDDF,1672820066
1672816451.0,EGLC,EDDF,1672819952
1672810147.0,LPPT,EDDF,1672819911
1672790646.0,KATL,EDDF,1672819878
1672796413.0,KJFK,EDDF,1672819674
1672813835.0,,EDDF,1672819194
1672812734.0,ESSA,EDDF,1672819139
1672813753.0,EGCC,EDDF,1672819045
1672815268.0,EGKB,EDDF,1672818970
1672813635.0,EPWA,EDDF,1672818952
1672804444.0,LLBG,EDDF,1672818928
1672811206.0,EVRA,EDDF,1672818895
1672788066.0,KDEN,EDDF,1672818891
1672816457.0,EDDM,EDDF,1672818809
1672815652.0,EDDB,EDDF,1672818796
1672786692.0,KDFW,EDDF,1672818682
1672815794.0,EHAM,EDDF,1672818648
1672810935.0,LBSF,EDDF,1672818504
1672812264.0,LYBE,EDDF,1672818461
1672808996.0,LGAV,EDDF,1672818388
1672815136.0,LKPR,EDDF,1672818352
1672814981.0,LFPG,EDDF,1672818217
1672813937.0,EGBB,EDDF,1672818042
1672812585.0,ENZV,EDDF,1672817884
1672813847.0,LIPZ,EDDF,1672817812
1672809714.0,EFHK,EDDF,1672817742
1672812637.0,ESGG,EDDF,1672817519
1672813030.0,LFHC,EDDF,1672817489
1672814297.0,LFPG,EDDF,1672817315
1672812543.0,EPGD,EDDF,1672817241
1672810708.0,ENGM,EDDF,1672817158
1672793963.0,KEWR,EDDF,1672817046
1672813518.0,LSGG,EDDF,1672816913
1672812945.0,EPWR,EDDF,1672816887
1672812304.0,,EDDF,1672816738
1672808330.0,,EDDF,1672816728
1672812103.0,LDZA,EDDF,1672816536
1672808906.0,LEBL,EDDF,1672816408
1672812100.0,LIPE,EDDF,1672816398
1672812167.0,LJLJ,EDDF,1672816247
1672791370.0,KJFK,EDDF,1672816138
1672792064.0,KIAD,EDDF,1672816088
1672808899.0,EYVI,EDDF,1672816043
1672811945.0,EKBI,EDDF,1672815927
1672785254.0,VIDP,EDDF,1672815791
1672806831.0,,EDDF,1672815689
1672811055.0,EKCH,EDDF,1672815502
1672811915.0,LIML,EDDF,1672815469
1672812940.0,LSZH,EDDF,1672815430
1672784406.0,KDFW,EDDF,1672815355
1672806702.0,LROP,EDDF,1672815250
1672789617.0,CYYZ,EDDF,1672815237
1672811241.0,EPPO,EDDF,1672815176
1672812311.0,EBMB,EDDF,1672815118
1672811756.0,LOWI,EDDF,1672815076
1672812453.0,EDDM,EDDF,1672814961
1672787944.0,KCLT,EDDF,1672814896
1672809765.0,LHBP,EDDF,1672814788
1672810446.0,LOWW,EDDF,1672814728
1672809322.0,EIDW,EDDF,1672814716
1672810842.0,LIML,EDDF,1672814666
1672802709.0,,EDDF,1672814573
1672811698.0,LOWS,EDDF,1672814567
1672784977.0,KMIA,EDDF,1672814517
1672811235.0,EDDC,EDDF,1672814450
1672789663.0,KEWR,EDDF,1672814447
1672809589.0,,EDDF,1672814185
1672803616.0,LTFM,EDDF,1672813991
1672810854.0,EDDB,EDDF,1672813941
1672811695.0,ELLX,EDDF,1672813793
1672809435.0,LOWG,EDDF,1672813752
1672811316.0,EDDG,EDDF,1672813589
1672811389.0,EDDS,EDDF,1672813439
1672791177.0,CYUL,EDDF,1672813278
1672810694.0,EDDV,EDDF,1672813196
1672810924.0,EDDP,EDDF,1672813166
1672753843.0,EGPF,EDDF,1672812986
1672797156.0,,EDDF,1672812950
1672809037.0,LIMF,EDDF,1672812892
1672808999.0,LIPX,EDDF,1672812711
1672810193.0,EDDW,EDDF,1672812531
1672761895.0,VHHH,EDDF,1672812506
1672810324.0,EDDL,EDDF,1672812069
1672809088.0,EDDH,EDDF,1672811914
1672741972.0,,EDDF,1672811659
1672796771.0,,EDDF,1672811634
1672809067.0,EDDL,EDDF,1672811368
1672798447.0,,EDDF,1672811338
1672788305.0,,EDDF,1672811293
1672788633.0,OKBK,EDDF,1672811208
1672765368.0,,EDDF,1672811189
1672809329.0,EDDN,EDDF,1672811127
1672742001.0,,EDDF,1672810946
1672766967.0,,EDDF,1672810817
1672785771.0,KIAD,EDDF,1672810586
1672786507.0,,EDDF,1672810167
1672785044.0,CYYZ,EDDF,1672810074
1672757543.0,,EDDF,1672810009
1672761539.0,VHHH,EDDF,1672809928
1672787684.0,,EDDF,1672809867
1672783425.0,KDTW,EDDF,1672809447
1672787457.0,OTHH,EDDF,1672808548
1672758080.0,RJTT,EDDF,1672808427
1672787803.0,,EDDF,1672807948
1672784238.0,,EDDF,1672807798
1672785417.0,,EDDF,1672807462
1672803603.0,LFPG,EDDF,1672807162
1672804011.0,EDDP,EDDF,1672806807
1672795904.0,,EDDF,1672806708
1672800265.0,,EDDF,1672806629
1672797918.0,DAAG,EDDF,1672806589
1672804512.0,EDDV,EDDF,1672806553
1672780458.0,KORD,EDDF,1672806401
1672794611.0,,EDDF,1672806327
1672795023.0,,EDDF,1672806293
1672797535.0,,EDDF,1672805994
1672799023.0,EIDW,EDDF,1672805695
1672741975.0,,EDDF,1672805532
1672782352.0,OMDW,EDDF,1672805398
1672780475.0,KBOS,EDDF,1672805304
1672802087.0,EDDP,EDDF,1672805189
1672788378.0,EDDV,EDDF,1672791243
1672772889.0,,EDDF,1672783437
1672772889.0,,EDDF,1672783437
1672768322.0,LPMA,EDDF,1672782698
1672768322.0,LPMA,EDDF,1672782698
1672771606.0,LPPT,EDDF,1672781711
1672771606.0,LPPT,EDDF,1672781711
1672774934.0,ESSA,EDDF,1672781466
1672774934.0,ESSA,EDDF,1672781466
1672773041.0,LEMD,EDDF,1672781207
1672773041.0,LEMD,EDDF,1672781207
1672770303.0,,EDDF,1672780870
1672770303.0,,EDDF,1672780870
1672770634.0,LTFM,EDDF,1672780671
1672770634.0,LTFM,EDDF,1672780671
1672778325.0,EHAM,EDDF,1672780661
1672778325.0,EHAM,EDDF,1672780661
1672775412.0,EPWA,EDDF,1672780504
1672775412.0,EPWA,EDDF,1672780504
1672778964.0,EDDF,EDDF,1672779595
1672778964.0,EDDF,EDDF,1672779595
1672755705.0,OMDW,EDDF,1672779496
1672755705.0,OMDW,EDDF,1672779496
1672775965.0,LFPG,EDDF,1672779004
1672775965.0,LFPG,EDDF,1672779004
1672767150.0,,EDDF,1672778868
1672767150.0,,EDDF,1672778868
1672775030.0,EGLL,EDDF,1672778674
1672775030.0,EGLL,EDDF,1672778674
1672762823.0,,EDDF,1672778086
1672762823.0,,EDDF,1672778086
1672765207.0,,EDDF,1672777402
1672765207.0,,EDDF,1672777402
1672773391.0,LOWW,EDDF,1672776920
1672773391.0,LOWW,EDDF,1672776920
1672774110.0,EDDM,EDDF,1672776383
1672774110.0,EDDM,EDDF,1672776383
1672770517.0,LIRF,EDDF,1672776205
1672770517.0,LIRF,EDDF,1672776205
1672771901.0,EGLC,EDDF,1672775729
1672771901.0,EGLC,EDDF,1672775729
1672771651.0,EGLL,EDDF,1672775459
1672771651.0,EGLL,EDDF,1672775459
1672763505.0,,EDDF,1672775219
1672763505.0,,EDDF,1672775219
1672769468.0,EIDW,EDDF,1672775211
1672769468.0,EIDW,EDDF,1672775211
1672769920.0,EGCC,EDDF,1672775137
1672769920.0,EGCC,EDDF,1672775137
1672769206.0,ENGM,EDDF,1672774919
1672769206.0,ENGM,EDDF,1672774919
1672759776.0,,EDDF,1672774598
1672759776.0,,EDDF,1672774598
1672771485.0,LFPG,EDDF,1672774545
1672771485.0,LFPG,EDDF,1672774545
1672766138.0,LPPR,EDDF,1672774504
1672766138.0,LPPR,EDDF,1672774504
1672770644.0,LIPZ,EDDF,1672774314
1672770644.0,LIPZ,EDDF,1672774314
1672767540.0,LEBL,EDDF,1672774106
1672767540.0,LEBL,EDDF,1672774106
1672770864.0,LSZH,EDDF,1672773955
1672770864.0,LSZH,EDDF,1672773955
1672769888.0,LOWW,EDDF,1672773868
1672769888.0,LOWW,EDDF,1672773868
1672763684.0,LPPT,EDDF,1672773747
1672763684.0,LPPT,EDDF,1672773747
1672769479.0,EGBB,EDDF,1672773717
1672769479.0,EGBB,EDDF,1672773717
1672742008.0,,EDDF,1672773640
1672742008.0,,EDDF,1672773640
1672767037.0,LEPA,EDDF,1672773522
1672767037.0,LEPA,EDDF,1672773522
1672770786.0,EHAM,EDDF,1672773375
1672770786.0,EHAM,EDDF,1672773375
1672761066.0,,EDDF,1672773221
1672761066.0,,EDDF,1672773221
1672769671.0,LSGG,EDDF,1672773220
1672769671.0,LSGG,EDDF,1672773220
1672763281.0,LEMG,EDDF,1672773202
1672763281.0,LEMG,EDDF,1672773202
1672758949.0,LLBG,EDDF,1672773079
1672758949.0,LLBG,EDDF,1672773079
1672765680.0,EETN,EDDF,1672772990
1672765680.0,EETN,EDDF,1672772990
1672766800.0,,EDDF,1672772902
1672766800.0,,EDDF,1672772902
1672769042.0,EKCH,EDDF,1672772836
1672769042.0,EKCH,EDDF,1672772836
1672750148.0,,EDDF,1672772630
1672750148.0,,EDDF,1672772630
1672768380.0,LOWG,EDDF,1672772555
1672768380.0,LOWG,EDDF,1672772555
1672769724.0,EBMB,EDDF,1672772544
1672769724.0,EBMB,EDDF,1672772544
1672768273.0,EGLL,EDDF,1672772457
1672768273.0,EGLL,EDDF,1672772457
1672769140.0,LIML,EDDF,1672772437
1672769140.0,LIML,EDDF,1672772437
1672769175.0,LFPG,EDDF,1672772341
1672769175.0,LFPG,EDDF,1672772341
1672767601.0,EPKK,EDDF,1672772211
1672767601.0,EPKK,EDDF,1672772211
1672769071.0,EDDH,EDDF,1672772179
1672769071.0,EDDH,EDDF,1672772179
1672768201.0,EGLC,EDDF,1672772048
1672768201.0,EGLC,EDDF,1672772048
1672761323.0,,EDDF,1672771971
1672761323.0,,EDDF,1672771971
1672769594.0,EDDM,EDDF,1672771856
1672769594.0,EDDM,EDDF,1672771856
1672762830.0,LGAV,EDDF,1672771815
1672762830.0,LGAV,EDDF,1672771815
1672768352.0,LIMC,EDDF,1672771753
1672768563.0,EDDB,EDDF,1672771753
1672768563.0,EDDB,EDDF,1672771753
1672768352.0,LIMC,EDDF,1672771753
1672767060.0,LFRS,EDDF,1672771500
1672767060.0,LFRS,EDDF,1672771500
1672766958.0,EGGD,EDDF,1672771229
1672766958.0,EGGD,EDDF,1672771229
1672768402.0,LKPR,EDDF,1672771153
1672768402.0,LKPR,EDDF,1672771153
1672768509.0,EDDC,EDDF,1672771018
1672768509.0,EDDC,EDDF,1672771018
1672766171.0,LDZA,EDDF,1672770798
1672766171.0,LDZA,EDDF,1672770798
1672766330.0,EKCH,EDDF,1672770539
1672766330.0,EKCH,EDDF,1672770539
1672758762.0,,EDDF,1672770448
1672758762.0,,EDDF,1672770448
1672765900.0,EGLC,EDDF,1672770447
1672765900.0,EGLC,EDDF,1672770447
1672766944.0,LSGG,EDDF,1672770317
1672766944.0,LSGG,EDDF,1672770317
1672762334.0,LEMD,EDDF,1672770269
1672762334.0,LEMD,EDDF,1672770269
1672759119.0,,EDDF,1672769694
1672759119.0,,EDDF,1672769694
1672742004.0,,EDDF,1672769560
1672742004.0,,EDDF,1672769560
1672758341.0,,EDDF,1672769360
1672758341.0,,EDDF,1672769360
1672766792.0,LSZH,EDDF,1672769099
1672766792.0,LSZH,EDDF,1672769099
1672763074.0,ENGM,EDDF,1672768701
1672763074.0,ENGM,EDDF,1672768701
1672765928.0,EDDH,EDDF,1672768607
1672765928.0,EDDH,EDDF,1672768607
1672765966.0,EBBR,EDDF,1672768529
1672765966.0,EBBR,EDDF,1672768529
1672765003.0,LIML,EDDF,1672768455
1672765003.0,LIML,EDDF,1672768455
1672761684.0,LEBL,EDDF,1672768270
1672761684.0,LEBL,EDDF,1672768270
1672765502.0,EDDB,EDDF,1672768218
1672765502.0,EDDB,EDDF,1672768218
1672762591.0,EIDW,EDDF,1672768132
1672762591.0,EIDW,EDDF,1672768132
1672764992.0,LFPG,EDDF,1672768037
1672764992.0,LFPG,EDDF,1672768037
1672764590.0,LIML,EDDF,1672767911
1672764590.0,LIML,EDDF,1672767911
1672765645.0,EDDM,EDDF,1672767831
1672765645.0,EDDM,EDDF,1672767831
1672763865.0,EGLL,EDDF,1672767718
1672763865.0,EGLL,EDDF,1672767718
1672761671.0,,EDDF,1672767554
1672761671.0,,EDDF,1672767554
1672762328.0,EPWA,EDDF,1672767500
1672762328.0,EPWA,EDDF,1672767500
1672761225.0,ESSA,EDDF,1672767293
1672761225.0,ESSA,EDDF,1672767293
1672752285.0,LLBG,EDDF,1672767254
1672752285.0,LLBG,EDDF,1672767254
1672758788.0,EFHK,EDDF,1672767238
1672758788.0,EFHK,EDDF,1672767238
1672763509.0,LOWW,EDDF,1672767175
1672763509.0,LOWW,EDDF,1672767175
1672764344.0,EHAM,EDDF,1672766923
1672764344.0,EHAM,EDDF,1672766923
1672762069.0,EGLL,EDDF,1672766241
1672762069.0,EGLL,EDDF,1672766241
1672741984.0,,EDDF,1672766116
1672741984.0,,EDDF,1672766116
1672744747.0,OTHH,EDDF,1672765965
1672744747.0,OTHH,EDDF,1672765965
1672751854.0,,EDDF,1672765891
1672751854.0,,EDDF,1672765891
1672758990.0,ESSB,EDDF,1672765439
1672758990.0,ESSB,EDDF,1672765439
1672761491.0,EGLL,EDDF,1672765358
1672761491.0,EGLL,EDDF,1672765358
1672754298.0,,EDDF,1672765283
1672754298.0,,EDDF,1672765283
1672750792.0,,EDDF,1672764737
1672750792.0,,EDDF,1672764737
1672759806.0,EGCC,EDDF,1672764417
1672759806.0,EGCC,EDDF,1672764417
1672756244.0,LEMD,EDDF,1672764237
1672756244.0,LEMD,EDDF,1672764237
1672752368.0,,EDDF,1672763937
1672752368.0,,EDDF,1672763937
1672753500.0,LPPT,EDDF,1672763695
1672753500.0,LPPT,EDDF,1672763695
1672749145.0,,EDDF,1672763409
1672749145.0,,EDDF,1672763409
1672752623.0,,EDDF,1672763367
1672752623.0,,EDDF,1672763367
1672755069.0,LGTS,EDDF,1672763006
1672755069.0,LGTS,EDDF,1672763006
1672752523.0,,EDDF,1672762619
1672752523.0,,EDDF,1672762619
1672759321.0,EHAM,EDDF,1672761934
1672759321.0,EHAM,EDDF,1672761934
1672754408.0,LBSF,EDDF,1672761827
1672754408.0,LBSF,EDDF,1672761827
1672757801.0,EGLC,EDDF,1672761538
1672757801.0,EGLC,EDDF,1672761538
1672755383.0,,EDDF,1672761357
1672755383.0,,EDDF,1672761357
1672750928.0,LTFM,EDDF,1672761327
1672750928.0,LTFM,EDDF,1672761327
1672759140.0,EDDM,EDDF,1672761238
1672759140.0,EDDM,EDDF,1672761238
1672752180.0,,EDDF,1672761099
1672752180.0,,EDDF,1672761099
1672750755.0,LTFJ,EDDF,1672761023
1672750755.0,LTFJ,EDDF,1672761023
1672751091.0,LPPT,EDDF,1672761022
1672751091.0,LPPT,EDDF,1672761022
1672751372.0,LEZL,EDDF,1672760698
1672751372.0,LEZL,EDDF,1672760698
1672755665.0,,EDDF,1672760681
1672755665.0,,EDDF,1672760681
1672756411.0,LFLL,EDDF,1672760567
1672756411.0,LFLL,EDDF,1672760567
1672755346.0,EPWA,EDDF,1672760454
1672755346.0,EPWA,EDDF,1672760454
1672756368.0,EPPO,EDDF,1672760396
1672756368.0,EPPO,EDDF,1672760396
1672754758.0,,EDDF,1672760218
1672754758.0,,EDDF,1672760218
1672749808.0,,EDDF,1672760135
1672749808.0,,EDDF,1672760135
1672756749.0,LFPG,EDDF,1672760060
1672756749.0,LFPG,EDDF,1672760060
1672753561.0,LEBL,EDDF,1672759839
1672753561.0,LEBL,EDDF,1672759839
1672754567.0,LHBP,EDDF,1672759789
1672754567.0,LHBP,EDDF,1672759789
1672756002.0,LIPZ,EDDF,1672759633
1672756002.0,LIPZ,EDDF,1672759633
1672749754.0,LPBJ,EDDF,1672759424
1672749754.0,LPBJ,EDDF,1672759424
1672754206.0,,EDDF,1672759257
1672754206.0,,EDDF,1672759257
1672755106.0,EGBB,EDDF,1672759163
1672755106.0,EGBB,EDDF,1672759163
1672751297.0,LEMD,EDDF,1672758837
1672751297.0,LEMD,EDDF,1672758837
1672753740.0,ESGG,EDDF,1672758565
1672753740.0,ESGG,EDDF,1672758565
1672754820.0,LIPE,EDDF,1672758540
1672754820.0,LIPE,EDDF,1672758540
1672750085.0,LMML,EDDF,1672758518
1672750085.0,LMML,EDDF,1672758518
1672751876.0,,EDDF,1672758459
1672751876.0,,EDDF,1672758459
1672754511.0,EGLL,EDDF,1672758358
1672754511.0,EGLL,EDDF,1672758358
1672753783.0,LFML,EDDF,1672758289
1672753783.0,LFML,EDDF,1672758289
1672749015.0,LGAV,EDDF,1672758227
1672749015.0,LGAV,EDDF,1672758227
1672754255.0,,EDDF,1672758186
1672754255.0,,EDDF,1672758186
1672754531.0,EKCH,EDDF,1672758122
1672754531.0,EKCH,EDDF,1672758122
1672752934.0,LIRF,EDDF,1672758039
1672752934.0,LIRF,EDDF,1672758039
1672749521.0,LPPR,EDDF,1672757992
1672749521.0,LPPR,EDDF,1672757992
1672742823.0,,EDDF,1672757901
1672742823.0,,EDDF,1672757901
1672751766.0,ESSA,EDDF,1672757878
1672751766.0,ESSA,EDDF,1672757878
1672749882.0,LROP,EDDF,1672757768
1672749882.0,LROP,EDDF,1672757768
1672755429.0,EDDM,EDDF,1672757759
1672755429.0,EDDM,EDDF,1672757759
1672753583.0,,EDDF,1672757739
1672753583.0,,EDDF,1672757739
1672753830.0,LIMF,EDDF,1672757590
1672753830.0,LIMF,EDDF,1672757590
1672754733.0,EDDH,EDDF,1672757546
1672754733.0,EDDH,EDDF,1672757546
1672751120.0,,EDDF,1672757506
1672751120.0,,EDDF,1672757506
1672754895.0,EHAM,EDDF,1672757417
1672754895.0,EHAM,EDDF,1672757417
1672743567.0,,EDDF,1672757337
1672743567.0,,EDDF,1672757337
1672752513.0,EPGD,EDDF,1672757291
1672752513.0,EPGD,EDDF,1672757291
1672751975.0,,EDDF,1672757223
1672751975.0,,EDDF,1672757223
1672753626.0,LIPX,EDDF,1672757185
1672753626.0,LIPX,EDDF,1672757185
1672752690.0,LOWW,EDDF,1672757157
1672752690.0,LOWW,EDDF,1672757157
1672755069.0,EDDV,EDDF,1672757096
1672755069.0,EDDV,EDDF,1672757096
1672754413.0,LSZH,EDDF,1672757089
1672754413.0,LSZH,EDDF,1672757089
1672752932.0,EKBI,EDDF,1672757033
1672752932.0,EKBI,EDDF,1672757033
1672746517.0,LTFJ,EDDF,1672757005
1672746517.0,LTFJ,EDDF,1672757005
1672750999.0,ENGM,EDDF,1672756997
1672750999.0,ENGM,EDDF,1672756997
1672753351.0,EPWR,EDDF,1672756949
1672753351.0,EPWR,EDDF,1672756949
1672750144.0,,EDDF,1672756766
1672750144.0,,EDDF,1672756766
1672754829.0,EDDL,EDDF,1672756687
1672754829.0,EDDL,EDDF,1672756687
1672751975.0,EPKT,EDDF,1672756589
1672751975.0,EPKT,EDDF,1672756589
1672753844.0,LOWS,EDDF,1672756576
1672753844.0,LOWS,EDDF,1672756576
1672746315.0,LTFJ,EDDF,1672756559
1672746315.0,LTFJ,EDDF,1672756559
1672753627.0,LFPG,EDDF,1672756525
1672753627.0,LFPG,EDDF,1672756525
1672747921.0,EFHK,EDDF,1672756482
1672747921.0,EFHK,EDDF,1672756482
1672754103.0,EBMB,EDDF,1672756424
1672754103.0,EBMB,EDDF,1672756424
1672753303.0,LIMC,EDDF,1672756355
1672753303.0,LIMC,EDDF,1672756355
1672753412.0,EDDB,EDDF,1672756333
1672753412.0,EDDB,EDDF,1672756333
1672752463.0,LOWG,EDDF,1672756315
1672752463.0,LOWG,EDDF,1672756315
1672753421.0,EDDW,EDDF,1672756288
1672753421.0,EDDW,EDDF,1672756288
1672750995.0,EGPH,EDDF,1672756248
1672750995.0,EGPH,EDDF,1672756248
1672753273.0,LOWI,EDDF,1672756162
1672753273.0,LOWI,EDDF,1672756162
1672754104.0,ELLX,EDDF,1672756055
1672754104.0,ELLX,EDDF,1672756055
1672749751.0,LYBE,EDDF,1672755984
1672749751.0,LYBE,EDDF,1672755984
1672749545.0,,EDDF,1672755980
1672749545.0,,EDDF,1672755980
1672749870.0,,EDDF,1672755957
1672749870.0,,EDDF,1672755957
1672753320.0,LSZM,EDDF,1672755878
1672753320.0,LSZM,EDDF,1672755878
1672753629.0,EDDG,EDDF,1672755779
1672753629.0,EDDG,EDDF,1672755779
1672754119.0,EDDS,EDDF,1672755689
1672754119.0,EDDS,EDDF,1672755689
1672752588.0,LOWL,EDDF,1672755500
1672752588.0,LOWL,EDDF,1672755500
1672753476.0,EDDN,EDDF,1672754978
1672753476.0,EDDN,EDDF,1672754978
1672751745.0,LIML,EDDF,1672754952
1672751745.0,LIML,EDDF,1672754952
1672752481.0,EDNY,EDDF,1672754849
1672752481.0,EDNY,EDDF,1672754849
1672749217.0,EGPF,EDDF,1672754807
1672749217.0,EGPF,EDDF,1672754807
1672750660.0,LIPQ,EDDF,1672754782
1672750660.0,LIPQ,EDDF,1672754782
1672752121.0,EDDC,EDDF,1672754699
1672752121.0,EDDC,EDDF,1672754699
1672748799.0,ENBR,EDDF,1672754521
1672748799.0,ENBR,EDDF,1672754521
1672749213.0,LFBO,EDDF,1672754429
1672749213.0,LFBO,EDDF,1672754429
1672751990.0,EDDP,EDDF,1672754415
1672751990.0,EDDP,EDDF,1672754415
1672748198.0,LEBL,EDDF,1672754359
1672748198.0,LEBL,EDDF,1672754359
1672747371.0,,EDDF,1672754328
1672747371.0,,EDDF,1672754328
1672747733.0,,EDDF,1672754218
1672747733.0,,EDDF,1672754218
1672743163.0,,EDDF,1672754186
1672743163.0,,EDDF,1672754186
1672748580.0,EIDW,EDDF,1672754149
1672748580.0,EIDW,EDDF,1672754149
1672747360.0,,EDDF,1672754047
1672747360.0,,EDDF,1672754047
1672752008.0,EDDL,EDDF,1672753918
1672752008.0,EDDL,EDDF,1672753918
1672750008.0,LIPZ,EDDF,1672753844
1672750008.0,LIPZ,EDDF,1672753844
1672750478.0,LSGG,EDDF,1672753792
1672750478.0,LSGG,EDDF,1672753792
1672750773.0,EDDB,EDDF,1672753655
1672750773.0,EDDB,EDDF,1672753655
1672751350.0,EDDM,EDDF,1672753585
1672751350.0,EDDM,EDDF,1672753585
1672750658.0,EDDH,EDDF,1672753439
1672750658.0,EDDH,EDDF,1672753439
1672748702.0,LHBP,EDDF,1672753290
1672748702.0,LHBP,EDDF,1672753290
1672742026.0,,EDDF,1672752506
1672742026.0,,EDDF,1672752506
1672743443.0,LTFM,EDDF,1672752466
1672743443.0,LTFM,EDDF,1672752466
1672748418.0,EGLL,EDDF,1672752280
1672748418.0,EGLL,EDDF,1672752280
1672745271.0,,EDDF,1672752101
1672745271.0,,EDDF,1672752101
1672748041.0,EGLL,EDDF,1672752009
1672748041.0,EGLL,EDDF,1672752009
1672742017.0,,EDDF,1672751637
1672742017.0,,EDDF,1672751637
1672745585.0,,EDDF,1672751448
1672745585.0,,EDDF,1672751448
1672742001.0,,EDDF,1672751095
1672742001.0,,EDDF,1672751095
1672747087.0,EPPO,EDDF,1672751029
1672747087.0,EPPO,EDDF,1672751029
1672747400.0,LIML,EDDF,1672750586
1672747400.0,LIML,EDDF,1672750586
1672741975.0,,EDDF,1672750493
1672741975.0,,EDDF,1672750493
1672743737.0,LEPA,EDDF,1672749799
1672743737.0,LEPA,EDDF,1672749799
1672745052.0,EGNT,EDDF,1672749621
1672745052.0,EGNT,EDDF,1672749621
1672742353.0,,EDDF,1672749437
1672742353.0,,EDDF,1672749437
1672744317.0,ESGG,EDDF,1672749207
1672744317.0,ESGG,EDDF,1672749207
1672746352.0,EHAM,EDDF,1672749054
1672746352.0,EHAM,EDDF,1672749054
1672742024.0,,EDDF,1672748937
1672742024.0,,EDDF,1672748937
1672745364.0,LSZH,EDDF,1672747884
1672745364.0,LSZH,EDDF,1672747884
